,a,b,c,no,S.No,actual,pred,alive,plod,name,title,male,culture,dateOfBirth,DateoFdeath,mother,father,heir,house,spouse,book1,book2,book3,book4,book5,isAliveMother,isAliveFather,isAliveHeir,isAliveSpouse,isMarried,isNoble,age,numDeadRelations,boolDeadRelations,isPopular,popularity,isAlive,imageLink,death,live
374,374,374,374,374,375,1,1,0.99,0.01,-0.37557840617,0.0643010128429,1,-0.00957914986692,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.130421377184,-0.0722863778718,0,1,0,0,0,,,,,0,1,,0,0,0,0.0167224080268,1,no_image.jpg,,
375,375,375,375,375,376,1,0,0.085,0.915,-0.375064267352,-0.305927994791,1,-0.00957914986692,,,-0.00556193700502,0.39331963001,-0.00625992712324,0.130421377184,-0.0722863778718,1,1,0,0,0,,0.0,,,0,0,,0,0,0,0.0334448160535,1,Brandon_Stark_(Burner).jpeg,,
376,376,376,376,376,377,1,0,0.277,0.723,-0.3735218509,0.655904066278,1,-0.00957914986692,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.130421377184,-0.0722863778718,0,1,0,0,0,,,,,0,1,,0,0,0,0.0334448160535,1,Brandon_Stark_(the_daughterless).jpeg,,
377,377,377,377,377,378,1,0,0.384,0.616,-0.374035989717,0.655904066278,1,-0.00957914986692,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.130421377184,-0.00535724401356,0,1,0,0,0,,,,1.0,1,1,,0,0,0,0.14381270903,1,no_image.jpg,,
378,378,378,378,378,379,1,0,0.137,0.863,-0.374550128535,-0.305927994791,1,-0.00957914986692,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.130421377184,-0.0722863778718,1,1,0,0,0,,,,,0,0,,0,0,0,0.0367892976589,1,no_image.jpg,,
379,379,379,379,379,380,1,1,0.796,0.204,-0.371979434447,-0.305927994791,0,-0.419835560123,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,0,1,0,,,,,0,0,,0,0,0,0.0234113712375,1,no_image.jpg,,
380,380,380,380,380,381,1,1,0.983,0.017,-0.37146529563,-0.305927994791,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.541007194245,-0.0722863778718,0,0,1,1,0,,,,,0,0,,0,0,0,0.0167224080268,1,no_image.jpg,,
381,381,381,381,381,382,1,1,0.866,0.134,-0.370951156812,0.323842997576,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.283864337102,-0.0722863778718,0,0,1,0,0,,,,,0,1,,0,0,0,0.00334448160535,1,no_image.jpg,,
382,382,382,382,382,383,1,0,0.283,0.717,-0.370437017995,-0.305927994791,0,-0.317271457559,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,0,0,1,,,,,0,0,,0,0,0,0.0100334448161,1,no_image.jpg,,
383,383,383,383,383,384,1,0,0.305,0.695,-0.369922879177,-0.305927994791,1,-0.317271457559,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,0,0,1,,,,,0,0,,0,0,0,0.0066889632107,1,no_image.jpg,,
384,384,384,384,384,385,1,1,0.783,0.217,-0.368380462725,-0.305927994791,1,-0.419835560123,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,0,1,1,,,,,0,0,,0,0,0,0.0468227424749,1,no_image.jpg,,
385,385,385,385,385,386,0,1,0.746,0.254,-0.368894601542,-0.305927994791,0,0.0417029014151,,299.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.327564234327,-0.0722863778718,0,1,1,0,0,,,,,0,0,,0,0,0,0.0234113712375,0,no_image.jpg,,
386,386,386,386,386,387,1,1,0.534,0.466,-0.366838046272,-0.305927994791,0,0.144267003979,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,0,0,0,,,,,0,0,,0,0,0,0.00334448160535,1,no_image.jpg,,
387,387,387,387,387,388,1,1,0.891,0.109,-0.365809768638,-0.305927994791,1,0.0417029014151,220.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.552435765673,-0.0722863778718,0,0,1,0,0,,,,,0,0,85.0,0,0,0,0.0167224080268,1,no_image.jpg,,
388,388,388,388,388,389,1,1,0.755,0.245,-0.36323907455,0.526133073912,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.461007194245,-0.0722863778718,0,0,0,0,0,,,,,0,1,,0,0,0,0.0167224080268,1,no_image.jpg,,
389,389,389,389,389,390,1,0,0.212,0.788,-0.362724935733,-0.305927994791,1,-0.317271457559,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,0,0,1,,,,,0,0,,0,0,0,0.0234113712375,1,no_image.jpg,,
390,390,390,390,390,391,1,1,0.709,0.291,-0.36118251928,-0.305927994791,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,1,0,0,0,0,,,,,0,0,,0,0,0,0.0,1,no_image.jpg,,
391,391,391,391,391,392,1,0,0.494,0.506,-0.360154241645,-0.305927994791,1,0.0160618757741,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,1,0,0,0,0,,,,,0,0,,0,0,0,0.0,1,no_image.jpg,,
392,392,392,392,392,393,0,1,0.724,0.276,-0.360668380463,0.526133073912,1,0.0417029014151,,299.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.327564234327,-0.0722863778718,0,0,1,0,0,,,,,0,1,,0,0,0,0.0200668896321,0,no_image.jpg,,
393,393,393,393,393,394,1,1,0.702,0.298,-0.359640102828,0.526133073912,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,0,0,0,,,,,0,1,,0,0,0,0.0066889632107,1,no_image.jpg,,
394,394,394,394,394,395,1,1,0.989,0.011,-0.35912596401,0.526133073912,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.552435765673,-0.0722863778718,0,0,0,1,1,,,,,0,1,,0,0,0,0.0200668896321,1,no_image.jpg,,
395,395,395,395,395,396,1,1,0.795,0.205,-0.358611825193,-0.305927994791,1,-0.240348380636,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.23529290853,-0.0722863778718,0,1,1,0,0,,,,,0,0,,0,0,0,0.0100334448161,1,no_image.jpg,,
396,396,396,396,396,397,0,1,0.696,0.304,0.0125964010283,0.152087272385,1,0.0417029014151,,282.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.446721479959,-0.0722863778718,0,0,1,0,0,,,,,0,1,,0,0,0,0.0200668896321,0,no_image.jpg,,
397,397,397,397,397,398,1,1,0.817,0.183,-0.35706940874,-0.305927994791,0,-0.00957914986692,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.130421377184,-0.0722863778718,0,1,0,0,0,,,,,0,0,,0,0,0,0.0133779264214,1,no_image.jpg,,
398,398,398,398,398,399,1,1,0.703,0.297,-0.358097686375,0.526133073912,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.138150051387,-0.0722863778718,0,1,0,0,0,,,,,0,1,,0,0,0,0.0,1,no_image.jpg,,
399,399,399,399,399,400,1,1,0.983,0.017,-0.356555269923,-0.305927994791,0,-0.419835560123,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,0,1,0,,,,,0,0,,0,0,0,0.0100334448161,1,no_image.jpg,,
400,400,400,400,400,401,1,1,0.974,0.026,-0.356041131105,-0.305927994791,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.116135662898,-0.0722863778718,0,0,1,1,0,,,,,0,0,,0,0,0,0.0367892976589,1,no_image.jpg,,
401,401,401,401,401,402,1,1,0.98,0.02,-0.354498714653,-0.305927994791,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,1,1,0,,,,,0,0,,0,0,0,0.0167224080268,1,no_image.jpg,,
402,402,402,402,402,403,1,1,0.99,0.01,-0.35501285347,-0.305927994791,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.0732785200411,-0.0722863778718,0,0,0,1,0,,,,,0,0,,0,0,0,0.0100334448161,1,no_image.jpg,,
403,403,403,403,403,404,1,1,0.986,0.014,-0.352956298201,-0.290660819218,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,0,1,0,,,,,0,1,,0,0,0,0.0066889632107,1,no_image.jpg,,
404,404,404,404,404,405,1,1,0.989,0.011,-0.350899742931,-0.305927994791,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.0781500513875,-0.0722863778718,0,0,0,1,0,,,,,0,0,,0,0,0,0.0133779264214,1,no_image.jpg,,
405,405,405,405,405,406,1,0,0.035,0.965,-0.352442159383,-0.305927994791,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.478150051387,-0.0722863778718,0,0,0,0,1,,,,,0,0,,0,0,0,0.0301003344482,1,no_image.jpg,,
406,406,406,406,406,407,0,1,0.994,0.006,-0.350385604113,0.526133073912,1,0.0417029014151,,298.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.00756423432682,-0.0722863778718,0,0,0,1,0,,,,,0,1,,0,0,0,0.0133779264214,0,no_image.jpg,,
407,407,407,407,407,408,1,1,0.795,0.205,-0.349871465296,-0.305927994791,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.463864337102,-0.0722863778718,0,0,1,0,0,,,,,0,0,,0,0,0,0.00334448160535,1,no_image.jpg,,
408,408,408,408,408,409,1,1,0.958,0.042,-0.348329048843,0.323842997576,1,-0.240348380636,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.258992805755,-0.0722863778718,0,0,0,0,0,,,,,0,1,,0,0,0,0.0066889632107,1,no_image.jpg,,
409,409,409,409,409,410,1,1,0.997,0.003,-0.346786632391,-0.290660819218,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,0,1,0,,,,,0,1,,0,0,0,0.0066889632107,1,no_image.jpg,,
410,410,410,410,410,411,0,1,0.92,0.08,-0.351928020566,0.655904066278,0,0.221190080902,264.0,299.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.198992805755,0.211178189057,0,0,0,0,0,,,,0.0,1,1,35.0,7,1,0,0.0,0,Catelyn_Stark.jpeg,,
411,411,411,411,411,412,1,1,0.674,0.326,-0.344215938303,-0.305927994791,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.609578622816,-0.0722863778718,1,1,0,0,1,,,,,0,0,,0,0,0,0.0133779264214,1,no_image.jpg,,
412,412,412,412,412,413,0,1,0.574,0.426,-0.343701799486,-0.305927994791,1,0.0417029014151,,298.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,1,0,0,0,0,,,,,0,0,,0,0,0,0.0167224080268,0,no_image.jpg,,
413,413,413,413,413,414,1,0,0.207,0.793,-0.342159383033,0.526133073912,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.383864337102,-0.0722863778718,0,0,0,1,0,,,,,0,1,,0,0,0,0.0267558528428,1,no_image.jpg,,
414,414,414,414,414,415,1,0,0.213,0.787,-0.342673521851,0.526133073912,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.429578622816,-0.0722863778718,0,0,0,0,0,,,,,0,1,,0,0,0,0.0133779264214,1,no_image.jpg,,
415,415,415,415,415,416,1,1,0.718,0.282,-0.341645244216,0.526133073912,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.383864337102,-0.0722863778718,0,0,0,1,0,,,,,0,1,,0,0,0,0.0066889632107,1,no_image.jpg,,
416,416,416,416,416,417,1,1,0.984,0.016,-0.340102827763,-0.233408910821,1,0.0417029014151,251.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,0,1,0,,,,,0,1,54.0,0,0,0,0.0133779264214,1,no_image.jpg,,
417,417,417,417,417,418,1,0,0.444,0.556,-0.336503856041,0.526133073912,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.438150051387,-0.0722863778718,0,0,0,0,0,,,,,0,1,,0,0,0,0.00334448160535,1,no_image.jpg,,
418,418,418,418,418,419,1,1,0.65,0.35,-0.335989717224,0.526133073912,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.398150051387,-0.0722863778718,0,0,0,0,0,,,,,0,1,,0,0,0,0.0066889632107,1,no_image.jpg,,
419,419,419,419,419,420,1,1,0.724,0.276,-0.332904884319,0.526133073912,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.541007194245,-0.0722863778718,0,1,0,0,0,,,,,0,1,,0,0,0,0.0167224080268,1,no_image.jpg,,
420,420,420,420,420,421,1,1,0.93,0.07,-0.331876606684,-0.305927994791,1,0.323754183466,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,1,0,0,,,,,0,0,,0,0,0,0.0167224080268,1,no_image.jpg,,
421,421,421,421,421,422,0,1,0.908,0.092,-0.330848329049,-0.305927994791,1,0.349395209107,,298.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.347564234327,-0.0722863778718,1,0,0,0,0,,,,,0,0,,0,0,0,0.0133779264214,0,Conn.jpeg,,
422,422,422,422,422,423,1,1,0.795,0.205,-0.329820051414,-0.305927994791,1,0.349395209107,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.347564234327,-0.0722863778718,1,0,0,0,0,,,,,0,0,,0,0,0,0.00334448160535,1,no_image.jpg,,
423,423,423,423,423,424,1,1,0.859,0.141,-0.327763496144,0.56048421895,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.45529290853,-0.0722863778718,0,0,0,0,0,,,,,0,1,,0,0,0,0.0,1,no_image.jpg,,
424,424,424,424,424,425,1,1,0.981,0.019,-0.327249357326,-0.305927994791,1,-0.419835560123,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,0,1,0,,,,,0,0,,0,0,0,0.0133779264214,1,no_image.jpg,,
425,425,425,425,425,426,1,1,0.993,0.007,-0.326221079692,0.526133073912,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.243864337102,-0.0722863778718,0,0,0,1,0,,,,,0,1,,0,0,0,0.0,1,no_image.jpg,,
426,426,426,426,426,427,1,0,0.093,0.907,-0.323650385604,-0.305927994791,1,-0.00957914986692,249.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.149578622816,-0.0722863778718,0,0,0,0,1,,,,,0,0,56.0,0,0,0,0.066889632107,1,no_image.jpg,,
427,427,427,427,427,428,1,0,0.193,0.807,-0.320051413882,-0.305927994791,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,1,0,0,0,,,,,0,0,,0,0,0,0.0334448160535,1,no_image.jpg,,
428,428,428,428,428,429,1,1,0.537,0.463,-0.317480719794,-0.305927994791,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.0447070914697,-0.0722863778718,1,0,0,0,0,,,,,0,0,,0,0,0,0.0,1,no_image.jpg,,
429,429,429,429,429,430,0,0,0.049,0.951,-0.316452442159,-0.126538681814,0,0.375036234748,54.0,82.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.170421377184,0.730863228427,0,0,0,0,0,,,,1.0,1,1,28.0,0,0,0,0.0869565217391,0,no_image.jpg,,
430,430,430,430,430,431,0,0,0.0,1.0,-0.315938303342,0.419262844904,1,0.375036234748,199.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.170421377184,-0.0722863778718,0,0,0,0,0,,,,,0,1,100.0,0,0,0,0.0802675585284,0,Daella_Targaryen_(daughter_of_Maekar_I).jpeg,,
431,431,431,431,431,432,0,0,0.005,0.995,-0.31233933162,0.419262844904,0,0.0417029014151,172.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.170421377184,0.537949842601,0,0,0,0,1,,,,1.0,1,1,100.0,10,1,0,0.0936454849498,0,Daenerys_Targaryen_(daughter_of_Aegon_IV).jpeg,,
432,432,432,432,432,433,0,0,0.037,0.963,-0.311825192802,-0.305927994791,1,0.0417029014151,143.0,161.0,0.465026298289,0.0933196300103,0.357376436513,0.170421377184,-0.0722863778718,0,0,0,0,0,1.0,0.0,0.0,,0,0,,7,1,1,0.518394648829,0,Daeron_I_Targaryen.jpeg,,
433,433,433,433,433,434,0,0,0.0,1.0,-0.313367609254,0.419262844904,0,0.375036234748,145.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.170421377184,0.0497608662227,0,0,0,0,0,,,,0.0,1,1,100.0,7,1,0,0.227424749164,0,Daena_Targaryen.jpeg,,
434,434,434,434,434,435,1,1,0.907,0.093,-0.309254498715,0.419262844904,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,1,0,0,0,0,,,,,0,1,,0,0,0,0.0066889632107,1,no_image.jpg,,
435,435,435,435,435,436,0,0,0.26,0.74,-0.31028277635,0.526133073912,1,0.0417029014151,114.0,130.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.170421377184,-0.0722863778718,0,0,0,0,0,,,,,0,1,16.0,0,0,0,0.227424749164,0,Daeron_Targaryen_(son_of_Viserys_I).jpeg,,
436,436,436,436,436,437,1,1,0.998,0.002,-0.307197943445,-0.305927994791,1,-0.240348380636,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.158150051387,-0.0722863778718,0,0,0,1,0,,,,,0,0,,0,0,0,0.0167224080268,1,no_image.jpg,,
437,437,437,437,437,438,0,0,0.382,0.618,-0.310796915167,0.403995669331,1,0.0417029014151,190.0,221.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.170421377184,0.415902598506,0,1,0,1,0,,,,1.0,1,1,31.0,0,0,0,0.130434782609,0,Daeron_Targaryen_(son_of_Maekar_I).jpeg,,
438,438,438,438,438,439,0,0,0.07,0.93,-0.311311053985,-0.305927994791,1,0.0417029014151,153.0,209.0,0.700320415936,0.14331963001,0.311921891059,0.170421377184,-0.0722863778718,0,0,0,0,0,0.0,0.0,1.0,,0,0,,10,1,1,0.765886287625,0,Daeron_II_Targaryen.jpeg,,
439,439,439,439,439,440,1,1,0.783,0.217,-0.30616966581,-0.305927994791,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.00184994861254,-0.0722863778718,0,0,0,0,0,,,,,0,0,,0,0,0,0.0100334448161,1,no_image.jpg,,
440,440,440,440,440,441,1,1,0.979,0.021,-0.305141388175,-0.305927994791,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.346721479959,-0.0722863778718,0,0,0,1,0,,,,,0,0,,0,0,0,0.0100334448161,1,no_image.jpg,,
441,441,441,441,441,442,1,1,0.855,0.145,-0.303598971722,-0.305927994791,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.538150051387,-0.0722863778718,0,1,0,0,0,,,,,0,0,,0,0,0,0.0066889632107,1,no_image.jpg,,
442,442,442,442,442,443,0,0,0.158,0.842,-0.30205655527,-0.202874559676,1,0.400677260389,,210.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.138150051387,0.108815984333,0,0,0,0,0,,,,1.0,1,1,,0,0,0,0.0,0,no_image.jpg,,
443,443,443,443,443,444,1,1,0.985,0.015,-0.299485861183,-0.305927994791,1,-0.317271457559,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,1,1,0,,,,,0,0,,0,0,0,0.00334448160535,1,no_image.jpg,,
444,444,444,444,444,445,1,0,0.178,0.822,-0.301542416452,-0.305927994791,1,0.0417029014151,244.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.138150051387,0.234800236301,0,0,0,0,0,,,,1.0,1,0,61.0,0,0,0,0.0602006688963,1,no_image.jpg,,
445,445,445,445,445,446,1,1,0.73,0.27,-0.29588688946,0.094835363988,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.35529290853,-0.0722863778718,0,0,0,0,0,,,,,0,1,,0,0,0,0.0100334448161,1,no_image.jpg,,
446,446,446,446,446,447,1,1,0.796,0.204,-0.297429305913,-0.305927994791,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.113278520041,-0.0722863778718,0,0,1,0,0,,,,,0,0,,0,0,0,0.0234113712375,1,no_image.jpg,,
447,447,447,447,447,448,1,1,0.98,0.02,-0.294344473008,-0.305927994791,0,-0.419835560123,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,0,1,0,,,,,0,0,,0,0,0,0.0133779264214,1,no_image.jpg,,
448,448,448,448,448,449,0,1,0.933,0.067,-0.292287917738,-0.305927994791,0,-0.317271457559,283.0,299.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,1,1,0,,,,,0,0,16.0,0,0,0,0.0133779264214,0,no_image.jpg,,
449,449,449,449,449,450,1,1,0.986,0.014,-0.28971722365,0.323842997576,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,0,1,0,,,,,0,1,,0,0,0,0.0100334448161,1,no_image.jpg,,
450,450,450,450,450,451,1,1,0.983,0.017,-0.288688946015,-0.305927994791,1,-0.419835560123,287.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,0,1,0,,,,,0,0,18.0,0,0,0,0.0167224080268,1,no_image.jpg,,
451,451,451,451,451,452,1,1,0.899,0.101,-0.289203084833,0.526133073912,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.0275642343268,-0.0722863778718,0,0,1,1,0,,,,,0,1,,0,0,0,0.0267558528428,1,no_image.jpg,,
452,452,452,452,452,453,1,1,0.997,0.003,-0.287146529563,-0.305927994791,1,-0.240348380636,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.346721479959,-0.0722863778718,0,0,0,1,0,,,,,0,0,,0,0,0,0.0167224080268,1,no_image.jpg,,
453,453,453,453,453,454,1,1,0.955,0.045,-0.286118251928,-0.305927994791,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.0475642343268,-0.0722863778718,0,0,0,1,0,,,,,0,0,,0,0,0,0.0735785953177,1,no_image.jpg,,
454,454,454,454,454,455,1,1,0.813,0.187,-0.285604113111,-0.305927994791,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.186721479959,0.187556141813,0,0,0,1,0,,,,1.0,1,0,,0,0,0,0.0735785953177,1,no_image.jpg,,
455,455,455,455,455,456,1,1,0.92,0.08,-0.282005141388,-0.157073032959,0,-0.291630431918,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,0,0,1,,,,,0,1,,0,0,0,0.0133779264214,1,no_image.jpg,,
456,456,456,456,456,457,0,0,0.193,0.807,-0.280976863753,-0.305927994791,1,0.0417029014151,,299.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.327564234327,-0.0722863778718,0,0,1,0,0,,,,,0,0,,0,0,0,0.0301003344482,0,no_image.jpg,,
457,457,457,457,457,458,1,1,0.976,0.024,-0.279948586118,-0.305927994791,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.0838643371017,-0.0722863778718,0,0,1,1,0,,,,,0,0,,0,0,0,0.0267558528428,1,no_image.jpg,,
458,458,458,458,458,459,0,0,0.183,0.817,-0.278406169666,-0.305927994791,1,0.0417029014151,,299.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,1,0,0,0,,,,,0,0,,0,0,0,0.0267558528428,0,no_image.jpg,,
459,459,459,459,459,460,1,1,0.996,0.004,-0.275321336761,-0.305927994791,1,-0.240348380636,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.346721479959,-0.0722863778718,0,0,0,1,0,,,,,0,0,,0,0,0,0.0167224080268,1,no_image.jpg,,
460,460,460,460,460,461,1,1,0.71,0.29,-0.276349614396,-0.305927994791,1,-0.240348380636,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.23529290853,-0.0722863778718,0,0,0,1,0,,,,,0,0,,0,0,0,0.0602006688963,1,no_image.jpg,,
461,461,461,461,461,462,0,0,0.106,0.894,-0.275835475578,0.0223162800185,0,-0.00957914986692,249.0,299.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.0867214799589,0.30172937016,0,1,0,0,1,,,,0.0,1,1,50.0,0,0,0,0.0969899665552,0,Donella_Hornwood.jpeg,,
462,462,462,462,462,463,1,1,0.813,0.187,-0.274293059126,-0.305927994791,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.327564234327,-0.0722863778718,0,0,1,1,1,,,,,0,0,,0,0,0,0.0434782608696,1,no_image.jpg,,
463,463,463,463,463,464,1,1,0.769,0.231,-0.272236503856,-0.305927994791,0,-0.00957914986692,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.130421377184,-0.0722863778718,1,0,0,0,0,,,,,0,0,,0,0,0,0.0066889632107,1,no_image.jpg,,
464,464,464,464,464,465,1,1,0.724,0.276,-0.270694087404,0.518499486125,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,1,0,0,,,,,0,0,,0,0,0,0.0,1,no_image.jpg,,
465,465,465,465,465,466,1,1,0.817,0.183,-0.269665809769,-0.305927994791,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.138150051387,-0.0722863778718,0,0,0,1,0,,,,,0,0,,0,0,0,0.0200668896321,1,no_image.jpg,,
466,466,466,466,466,467,0,1,0.746,0.254,-0.267609254499,-0.305927994791,0,0.0417029014151,,299.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.327564234327,-0.0722863778718,0,0,1,0,0,,,,,0,0,,0,0,0,0.00334448160535,0,no_image.jpg,,
